Region,Local_Authority,Ref,School_name,School_type,Gender_info,All_A_levels_students,A_level_maths_percent_all,A_level_further_maths_percent_all,A_level_biological_sciences_percent_all,A_level_chemistry_percent_all,A_level_physics_percent_all,A_level_computer_sciences_percent_all,Female A levels students,A_level_maths_percent_female,A_level_further_maths_percent_female,A_level_biological_sciences_percent_female,A_level_chemistry_percent_female,A_level_physics_percent_female,A_level_computer_sciences_percent_female,Male_A_levels_students,A_level_Maths_percent_male,A_level_further_maths_percent_male,A_level_biological_sciences_percent_male,A_level_chemistry_percent_male,A_level_physics_percent_male,A_level_computer_sciences_percent_male
East Midlands,North Northamptonshire,135966,Kettering Buccleuch Academy,Academy sponsor led,MIXED,109,27.5,5.5,18.3,14.7,9.2,0,61,18,1.6,26.2,19.7,3.3,0,48,39.6,10.4,8.3,8.3,16.7,0
East Midlands,North Northamptonshire,135967,Kettering Science Academy,Academy sponsor led,MIXED,61,19.7,3.3,29.5,24.6,13.1,19.7,25,12,0,28,16,8,4,36,25,5.6,30.6,30.6,16.7,30.6
East Midlands,North Northamptonshire,139957,Kingswood Secondary Academy,Academy sponsor led,MIXED,56,12.5,3.6,26.8,16.1,5.4,0,31,9.7,3.2,35.5,16.1,0,0,25,16,4,16,16,12,0
East Midlands,North Northamptonshire,139060,Lodge Park Academy,Academy sponsor led,MIXED,47,12.8,0,19.1,2.1,0,0,27,11.1,0,18.5,3.7,0,0,20,15,0,20,0,0,0
East Midlands,North Northamptonshire,137613,Manor School,Academy converter - mainstream,MIXED,56,12.5,0,12.5,3.6,10.7,12.5,23,8.7,0,17.4,0,0,8.7,33,15.2,0,9.1,6.1,18.2,15.2
East Midlands,North Northamptonshire,137049,Montsaye Academy,Academy converter - mainstream,MIXED,54,20.4,0,14.8,9.3,16.7,9.3,23,13,0,21.7,8.7,4.3,0,31,25.8,0,9.7,9.7,25.8,16.1
East Midlands,North Northamptonshire,122129,Oundle School,Independent school,MIXED,198,47.5,14.6,13.6,0,0,6.1,83,25.3,2.4,16.9,0,0,0,115,63.5,23.5,11.3,0,0,10.4
East Midlands,North Northamptonshire,142063,Prince William School,Academy sponsor led,MIXED,89,24.7,2.2,13.5,13.5,13.5,10.1,41,7.3,2.4,14.6,4.9,4.9,2.4,48,39.6,2.1,12.5,20.8,20.8,16.7
East Midlands,North Northamptonshire,146209,Rushden Academy,Academy sponsor led,MIXED,34,8.8,2.9,14.7,5.9,5.9,2.9,20,5,5,15,5,0,0,14,14.3,0,14.3,7.1,14.3,7.1
East Midlands,North Northamptonshire,137912,Sir Christopher Hatton Academy,Academy converter - mainstream,MIXED,85,30.6,9.4,22.4,16.5,12.9,5.9,39,25.6,2.6,38.5,25.6,2.6,0,46,34.8,15.2,8.7,8.7,21.7,10.9
East Midlands,North Northamptonshire,136976,Southfield School for Girls,Academy converter - mainstream,MIXED,98,23.5,3.1,30.6,17.3,6.1,0,93,24.7,3.2,30.1,17.2,6.5,0,5,0,0,40,20,0,0
East Midlands,North Northamptonshire,139988,The Ferrers School,Academy converter - mainstream,MIXED,41,14.6,2.4,29.3,22,7.3,0,25,16,0,24,20,4,0,16,12.5,6.3,37.5,25,12.5,0
East Midlands,North Northamptonshire,122066,The Latimer Arts College,Foundation school,MIXED,42,26.2,7.1,23.8,16.7,4.8,0,26,23.1,7.7,23.1,15.4,3.8,0,16,31.3,6.3,25,18.8,6.3,0
East Midlands,North Northamptonshire,139819,Weavers Academy,Academy sponsor led,MIXED,53,18.9,0,5.7,13.2,7.5,7.5,26,11.5,0,11.5,11.5,3.8,0,27,25.9,0,0,14.8,11.1,14.8
East Midlands,North Northamptonshire,122131,Wellingborough School,Independent school,MIXED,81,34.6,6.2,19.8,21,18.5,6.2,38,31.6,5.3,26.3,15.8,10.5,0,43,37.2,7,14,25.6,25.6,11.6
East Midlands,North Northamptonshire,146489,Wollaston School,Academy converter - mainstream,MIXED,90,27.8,2.2,24.4,20,13.3,11.1,42,23.8,2.4,26.2,14.3,0,7.1,48,31.3,2.1,22.9,25,25,14.6
East Midlands,North Northamptonshire,139961,Wrenn School,Academy sponsor led,MIXED,60,23.3,1.7,20,16.7,13.3,10,36,13.9,0,30.6,19.4,5.6,2.8,24,37.5,4.2,4.2,12.5,25,20.8
East Midlands,Nottingham,147285,Bilborough College,Academy 16-19 converter,MIXED,852,19.7,2.5,22.8,14.4,9.9,6.8,514,12.1,0.8,24.3,14.4,3.5,1.2,338,31.4,5,20.4,14.5,19.5,15.4
East Midlands,Nottingham,137798,Bluecoat Aspley Academy,Academy converter - mainstream,MIXED,170,25.3,3.5,30,21.8,7.1,7.1,80,11.3,1.3,35,23.8,2.5,1.3,90,37.8,5.6,25.6,20,11.1,12.2
East Midlands,Nottingham,134253,Djanogly City Academy,Academy sponsor led,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Midlands,Nottingham,135881,Nottingham Academy,Academy sponsor led,MIXED,54,18.5,0,27.8,20.4,5.6,0,23,13,0,34.8,17.4,0,0,31,22.6,0,22.6,22.6,9.7,0
East Midlands,Nottingham,130776,Nottingham College,General Further Education College,MIXED,328,14.6,1.5,24.4,12.5,5.8,5.5,206,9.7,1,29.1,13.6,2.4,1.5,122,23,2.5,16.4,10.7,11.5,12.3
East Midlands,Nottingham,141010,Nottingham Free School,Free school ? mainstream,MIXED,16,43.8,6.3,37.5,25,25,6.3,6,33.3,0,83.3,66.7,16.7,0,10,50,10,10,0,30,10
East Midlands,Nottingham,137184,Nottingham Girls' Academy,Academy sponsor led,GIRLS,30,10,0,43.3,36.7,10,0,30,10,0,43.3,36.7,10,0,0,0,0,0,0,0,0
East Midlands,Nottingham,122936,Nottingham Girls' High School,Independent school,GIRLS,68,29.4,7.4,29.4,39.7,8.8,4.4,68,29.4,7.4,29.4,39.7,8.8,4.4,0,0,0,0,0,0,0
East Midlands,Nottingham,122915,Nottingham High School,Independent school,MIXED,129,51.2,20.2,29.5,31,27.9,10.9,37,32.4,10.8,43.2,35.1,10.8,8.1,92,58.7,23.9,23.9,29.3,34.8,12
East Midlands,Nottingham,140984,Nottingham University Academy of Science and Technology,Free school ? mainstream,MIXED,135,64.4,9.6,47.4,48.1,23,8.9,66,56.1,6.1,62.1,54.5,13.6,1.5,69,72.5,13,33.3,42,31.9,15.9
East Midlands,Nottingham,135761,Nottingham University Samworth Academy,Academy sponsor led,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Midlands,Nottingham,145952,The Bulwell Academy,Academy sponsor led,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Midlands,Nottingham,139765,The Nottingham Emmanuel School,Academy converter - mainstream,MIXED,78,24.4,1.3,30.8,29.5,17.9,0,32,12.5,0,28.1,28.1,9.4,0,46,32.6,2.2,32.6,30.4,23.9,0
East Midlands,Nottingham,138341,The Trinity Catholic School A Voluntary Academy,Academy converter - mainstream,MIXED,97,18.6,0,33,29.9,15.5,7.2,43,20.9,0,44.2,41.9,4.7,0,54,16.7,0,24.1,20.4,24.1,13
East Midlands,Nottinghamshire,140698,All Saints' Catholic Voluntary Academy,Academy converter - mainstream,MIXED,71,33.8,5.6,28.2,22.5,11.3,2.8,42,26.2,4.8,26.2,19,2.4,0,29,44.8,6.9,31,27.6,24.1,6.9
East Midlands,Nottinghamshire,146562,Arnold Hill Spencer Academy,Academy converter - mainstream,MIXED,87,20.7,2.3,21.8,14.9,5.7,3.4,51,11.8,2,23.5,11.8,2,0,36,33.3,2.8,19.4,19.4,11.1,8.3
East Midlands,Nottinghamshire,137981,Ashfield Comprehensive School,Academy converter - mainstream,MIXED,206,21.8,1.5,16.5,7.8,9.7,5.3,115,13.9,0.9,16.5,5.2,0.9,0,91,31.9,2.2,16.5,11,20.9,12.1
East Midlands,Nottinghamshire,138837,Bramcote College,Academy converter - mainstream,MIXED,28,21.4,0,17.9,14.3,0,0,24,25,0,20.8,12.5,0,0,4,0,0,0,25,0,0
East Midlands,Nottinghamshire,137085,Carlton Academy,Academy sponsor led,MIXED,73,16.4,5.5,24.7,19.2,4.1,1.4,31,9.7,0,25.8,16.1,0,0,42,21.4,9.5,23.8,21.4,7.1,2.4
East Midlands,Nottinghamshire,136627,Carlton le Willows Academy,Academy converter - mainstream,MIXED,138,29.7,7.2,21.7,10.1,11.6,2.9,70,20,2.9,35.7,11.4,2.9,0,68,39.7,11.8,7.4,8.8,20.6,5.9
East Midlands,Nottinghamshire,122854,Chilwell School,Foundation school,MIXED,47,27.7,4.3,38.3,23.4,8.5,8.5,27,14.8,3.7,29.6,25.9,7.4,3.7,20,45,5,50,20,10,15
East Midlands,Nottinghamshire,138810,Christ The King Voluntary Academy,Academy converter - mainstream,MIXED,38,23.7,0,39.5,13.2,15.8,0,18,16.7,0,33.3,5.6,0,0,20,30,0,45,20,30,0
East Midlands,Nottinghamshire,144182,Colonel Frank Seely Academy,Academy sponsor led,MIXED,40,20,2.5,20,7.5,0,0,26,15.4,0,15.4,0,0,0,14,28.6,7.1,28.6,21.4,0,0
East Midlands,Nottinghamshire,138964,East Leake Academy,Academy converter - mainstream,MIXED,53,28.3,0,30.2,20.8,13.2,7.5,29,17.2,0,37.9,24.1,3.4,3.4,24,41.7,0,20.8,16.7,25,12.5
East Midlands,Nottinghamshire,136291,George Spencer Academy,Academy converter - mainstream,MIXED,80,18.8,2.5,23.8,15,13.8,8.8,37,5.4,0,21.6,13.5,5.4,0,43,30.2,4.7,25.6,16.3,20.9,16.3
East Midlands,Nottinghamshire,140992,Hall Park Academy,Academy sponsor led,MIXED,48,16.7,8.3,12.5,8.3,25,10.4,19,10.5,0,10.5,5.3,10.5,0,29,20.7,13.8,13.8,10.3,34.5,17.2
East Midlands,Nottinghamshire,140549,Magnus Church of England Academy,Academy sponsor led,MIXED,22,9.1,4.5,0,0,0,0,9,0,0,0,0,0,0,13,15.4,7.7,0,0,0,0
East Midlands,Nottinghamshire,138411,Meden School,Academy sponsor led,MIXED,18,38.9,0,22.2,38.9,16.7,0,14,28.6,0,21.4,35.7,7.1,0,4,75,0,25,50,50,0
East Midlands,Nottinghamshire,138248,Outwood Academy Portland,Academy sponsor led,MIXED,97,17.5,3.1,21.6,13.4,5.2,10.3,60,11.7,3.3,21.7,10,0,3.3,37,27,2.7,21.6,18.9,13.5,21.6
East Midlands,Nottinghamshire,138247,Outwood Academy Valley,Academy sponsor led,MIXED,115,25.2,5.2,15.7,7.8,4.3,2.6,62,27.4,4.8,24.2,6.5,0,1.6,53,22.6,5.7,5.7,9.4,9.4,3.8
East Midlands,Nottinghamshire,137857,Quarrydale Academy,Academy converter - mainstream,MIXED,38,26.3,13.2,18.4,15.8,7.9,0,23,21.7,8.7,30.4,17.4,0,0,15,33.3,20,0,13.3,20,0
East Midlands,Nottinghamshire,144486,Queen Elizabeth's Academy,Academy sponsor led,MIXED,5,0,0,40,40,0,0,5,0,0,40,40,0,0,0,0,0,0,0,0,0
East Midlands,Nottinghamshire,136361,Redhill Academy,Academy converter - mainstream,MIXED,129,29.5,6.2,26.4,20.9,13.2,5.4,68,14.7,0,20.6,13.2,0,0,61,45.9,13.1,32.8,29.5,27.9,11.5
East Midlands,Nottinghamshire,137117,Retford Oaks Academy,Academy sponsor led,MIXED,38,15.8,0,31.6,15.8,13.2,0,20,5,0,30,5,0,0,18,27.8,0,33.3,27.8,27.8,0
East Midlands,Nottinghamshire,138482,Rushcliffe Spencer Academy,Academy converter - mainstream,MIXED,202,27.2,4,24.8,22.8,11.9,6.9,109,15.6,1.8,31.2,24.8,6.4,0.9,93,40.9,6.5,17.2,20.4,18.3,14
East Midlands,Nottinghamshire,135583,Samworth Church Academy,Academy sponsor led,MIXED,52,9.6,0,21.2,9.6,0,0,35,2.9,0,22.9,5.7,0,0,17,23.5,0,17.6,17.6,0,0
East Midlands,Nottinghamshire,137112,South Nottinghamshire Academy,Academy sponsor led,MIXED,43,11.6,0,25.6,27.9,9.3,0,20,10,0,35,25,0,0,23,13,0,17.4,30.4,17.4,0
East Midlands,Nottinghamshire,139063,Sutton Community Academy,Academy sponsor led,MIXED,20,25,0,15,20,20,0,12,8.3,0,8.3,8.3,0,0,8,50,0,25,37.5,50,0
East Midlands,Nottinghamshire,137409,The Becket School,Academy converter - mainstream,MIXED,122,31.1,1.6,35.2,33.6,10.7,7.4,68,19.1,0,36.8,30.9,4.4,0,54,46.3,3.7,33.3,37,18.5,16.7
East Midlands,Nottinghamshire,137763,The Brunts Academy,Academy converter - mainstream,MIXED,72,27.8,2.8,25,16.7,13.9,13.9,34,20.6,0,35.3,17.6,5.9,0,38,34.2,5.3,15.8,15.8,21.1,26.3
East Midlands,Nottinghamshire,139062,The Dukeries Academy,Academy sponsor led,MIXED,21,0,0,19,9.5,0,0,17,0,0,11.8,5.9,0,0,4,0,0,50,25,0,0
East Midlands,Nottinghamshire,138076,The Elizabethan Academy,Academy converter - mainstream,MIXED,38,23.7,2.6,21.1,13.2,15.8,13.2,24,12.5,0,25,8.3,4.2,0,14,42.9,7.1,14.3,21.4,35.7,35.7
East Midlands,Nottinghamshire,144687,The Garibaldi School,Academy converter - mainstream,MIXED,31,58.1,0,16.1,0,22.6,25.8,12,25,0,33.3,0,8.3,0,19,78.9,0,5.3,0,31.6,42.1
East Midlands,Nottinghamshire,139956,The Holgate Academy,Academy sponsor led,MIXED,25,20,0,8,16,12,0,14,0,0,0,0,0,0,11,45.5,0,18.2,36.4,27.3,0
East Midlands,Nottinghamshire,137628,The Joseph Whitaker School,Academy converter - mainstream,MIXED,66,33.3,7.6,19.7,21.2,18.2,0,29,20.7,6.9,20.7,24.1,6.9,0,37,43.2,8.1,18.9,18.9,27,0
East Midlands,Nottinghamshire,138641,The Kimberley School,Academy converter - mainstream,MIXED,100,24,3,35,26,6,0,47,23.4,2.1,36.2,25.5,2.1,0,53,24.5,3.8,34,26.4,9.4,0
East Midlands,Nottinghamshire,137158,The Manor Academy,Academy converter - mainstream,MIXED,35,28.6,0,0,20,31.4,0,13,0,0,0,7.7,7.7,0,22,45.5,0,0,27.3,45.5,0
East Midlands,Nottinghamshire,145643,The Minster School,Academy converter - mainstream,MIXED,168,31,4.2,22,12.5,19.6,11.3,86,18.6,3.5,27.9,14,10.5,2.3,82,43.9,4.9,15.9,11,29.3,20.7
East Midlands,Nottinghamshire,137159,The National CofE Academy,Academy converter - mainstream,MIXED,62,29,0,21,12.9,9.7,4.8,31,19.4,0,29,16.1,3.2,0,31,38.7,0,12.9,9.7,16.1,9.7
East Midlands,Nottinghamshire,144489,The Newark Academy,Academy sponsor led,MIXED,40,17.5,0,12.5,7.5,0,0,25,12,0,16,8,0,0,15,26.7,0,6.7,6.7,0,0
East Midlands,Nottinghamshire,138191,The South Wolds Academy & Sixth Form,Academy converter - mainstream,MIXED,57,28.1,5.3,21.1,21.1,14,3.5,31,19.4,6.5,29,22.6,6.5,3.2,26,38.5,3.8,11.5,19.2,23.1,3.8
East Midlands,Nottinghamshire,136628,The West Bridgford School,Academy converter - mainstream,MIXED,205,41.5,4.4,35.6,25.9,15.1,8.3,105,32.4,1.9,35.2,29.5,11.4,1,100,51,7,36,22,19,16
East Midlands,Nottinghamshire,136878,Toot Hill School,Academy converter - mainstream,MIXED,176,22.2,5.7,22.2,15.3,10.8,5.1,83,10.8,2.4,27.7,16.9,3.6,0,93,32.3,8.6,17.2,14,17.2,9.7
East Midlands,Nottinghamshire,137319,Tuxford Academy,Academy converter - mainstream,MIXED,105,23.8,5.7,21.9,10.5,6.7,2.9,62,19.4,3.2,25.8,9.7,1.6,0,43,30.2,9.3,16.3,11.6,14,7
East Midlands,Nottinghamshire,130777,West Nottinghamshire College,General Further Education College,MIXED,174,18.4,1.1,13.8,8.6,5.2,0,119,15.1,0.8,16,8.4,3.4,0,55,25.5,1.8,9.1,9.1,9.1,0
East Midlands,Nottinghamshire,122908,Worksop College,Independent school,MIXED,45,51.1,2.2,26.7,22.2,11.1,0,21,42.9,0,47.6,23.8,0,0,24,58.3,4.2,8.3,20.8,20.8,0
East Midlands,Rutland,141965,Harington School,Free school ? 16-19,MIXED,167,31.1,1.2,22.8,16.8,19.8,12,85,18.8,0,31.8,22.4,8.2,4.7,82,43.9,2.4,13.4,11,31.7,19.5
East Midlands,Rutland,120322,Oakham School,Independent school,MIXED,139,21.6,2.9,15.8,13.7,8.6,2.9,62,12.9,0,19.4,12.9,3.2,3.2,77,28.6,5.2,13,14.3,13,2.6
East Midlands,Rutland,120320,Uppingham School,Independent school,MIXED,180,33.3,10.6,14.4,13.9,18.9,0,82,18.3,4.9,17.1,13.4,4.9,0,98,45.9,15.3,12.2,14.3,30.6,0
East Midlands,West Northamptonshire,138858,Abbeyfield School,Academy sponsor led,MIXED,52,28.8,7.7,40.4,15.4,5.8,9.6,25,24,4,40,24,8,0,27,33.3,11.1,40.7,7.4,3.7,18.5
East Midlands,West Northamptonshire,122149,Bosworth Independent College,Independent school,MIXED,52,46.2,7.7,34.6,40.4,17.3,0,31,38.7,9.7,29,38.7,6.5,0,21,57.1,4.8,42.9,42.9,33.3,0
East Midlands,West Northamptonshire,137087,Campion School,Academy converter - mainstream,MIXED,79,16.5,1.3,20.3,16.5,10.1,0,52,7.7,0,26.9,21.2,3.8,0,27,33.3,3.7,7.4,7.4,22.2,0
East Midlands,West Northamptonshire,137089,Caroline Chisholm School,Academy converter - mainstream,MIXED,158,13.9,1.9,12,3.8,5.1,3.8,79,7.6,0,10.1,3.8,0,0,79,20.3,3.8,13.9,3.8,10.1,7.6
East Midlands,West Northamptonshire,137878,Chenderit School,Academy converter - mainstream,MIXED,80,22.5,7.5,25,16.3,15,0,49,14.3,4.1,26.5,18.4,6.1,0,31,35.5,12.9,22.6,12.9,29,0
East Midlands,West Northamptonshire,138073,DSLV E-ACT Academy,Academy sponsor led,MIXED,34,5.9,0,14.7,5.9,8.8,0,23,0,0,21.7,8.7,4.3,0,11,18.2,0,0,0,18.2,0
East Midlands,West Northamptonshire,143421,Elizabeth Woodville School,Academy converter - mainstream,MIXED,70,8.6,0,4.3,0,2.9,0,40,5,0,5,0,2.5,0,30,13.3,0,3.3,0,3.3,0
East Midlands,West Northamptonshire,141726,Greenfields Specialist School for Communication,Academy converter ? special school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Midlands,West Northamptonshire,136489,Guilsborough Academy,Academy converter - mainstream,MIXED,102,18.6,3.9,18.6,11.8,10.8,0,58,8.6,3.4,25.9,12.1,3.4,0,44,31.8,4.5,9.1,11.4,20.5,0
East Midlands,West Northamptonshire,138932,Kingsthorpe College,Academy converter - mainstream,MIXED,58,17.2,1.7,25.9,10.3,5.2,0,38,15.8,0,15.8,10.5,2.6,0,20,20,5,45,10,10,0
East Midlands,West Northamptonshire,139158,Magdalen College School,Academy converter - mainstream,MIXED,121,15.7,2.5,26.4,11.6,8.3,5,70,15.7,2.9,35.7,14.3,4.3,0,51,15.7,2,13.7,7.8,13.7,11.8
East Midlands,West Northamptonshire,136201,Malcolm Arnold Academy,Academy sponsor led,MIXED,56,17.9,1.8,14.3,16.1,10.7,10.7,37,13.5,0,13.5,16.2,2.7,2.7,19,26.3,5.3,15.8,15.8,26.3,26.3
East Midlands,West Northamptonshire,130772,Moulton College,Agriculture and Horticulture College,MIXED,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
East Midlands,West Northamptonshire,137614,Moulton School and Science College,Academy converter - mainstream,MIXED,93,18.3,0,15.1,4.3,10.8,0,51,9.8,0,23.5,2,0,0,42,28.6,0,4.8,7.1,23.8,0
East Midlands,West Northamptonshire,134814,Northampton Academy,Academy sponsor led,MIXED,120,40.8,8.3,34.2,28.3,10,8.3,72,30.6,2.8,38.9,31.9,2.8,1.4,48,56.3,16.7,27.1,22.9,20.8,18.8
East Midlands,West Northamptonshire,130769,Northampton College,General Further Education College,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Midlands,West Northamptonshire,122144,Northampton High School,Independent school,GIRLS,50,32,8,34,34,18,0,50,32,8,34,34,18,0,0,0,0,0,0,0,0
East Midlands,West Northamptonshire,142485,Northampton International Academy,Free school ? mainstream,MIXED,64,18.8,0,28.1,20.3,18.8,18.8,24,0,0,37.5,20.8,0,4.2,40,30,0,22.5,20,30,27.5
East Midlands,West Northamptonshire,136299,Northampton School for Boys,Academy converter - mainstream,MIXED,218,47.2,11.9,30.3,28,21.1,7.3,71,26.8,5.6,38,22.5,9.9,2.8,147,57.1,15,26.5,30.6,26.5,9.5
East Midlands,West Northamptonshire,140510,Northampton School for Girls,Academy converter - mainstream,MIXED,145,13.1,2.1,31.7,20,4.8,6.2,141,13.5,2.1,31.9,20.6,5,6.4,4,0,0,25,0,0,0
East Midlands,West Northamptonshire,122151,Pitsford School,Independent school,MIXED,10,20,0,50,30,10,0,3,0,0,66.7,33.3,0,0,7,28.6,0,42.9,28.6,14.3,0
East Midlands,West Northamptonshire,122137,Quinton House School,Independent school,MIXED,9,44.4,0,11.1,11.1,0,22.2,1,100,0,0,0,0,0,8,37.5,0,12.5,12.5,0,25
East Midlands,West Northamptonshire,139690,Silverstone UTC,UTC,MIXED,52,36.5,0,0,3.8,11.5,17.3,17,17.6,0,0,5.9,5.9,5.9,35,45.7,0,0,2.9,14.3,22.9
East Midlands,West Northamptonshire,136488,Sponne School,Academy converter - mainstream,MIXED,136,18.4,1.5,22.1,16.2,19.1,0,64,7.8,0,29.7,9.4,4.7,0,72,27.8,2.8,15.3,22.2,31.9,0
East Midlands,West Northamptonshire,135785,St Andrew's College,Independent school,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Midlands,West Northamptonshire,138214,The Duston School,Academy converter - mainstream,MIXED,110,23.6,6.4,19.1,21.8,8.2,4.5,62,14.5,1.6,21,16.1,1.6,0,48,35.4,12.5,16.7,29.2,16.7,10.4
East Midlands,West Northamptonshire,138235,The Parker E-ACT Academy,Academy sponsor led,MIXED,53,13.2,1.9,9.4,7.5,1.9,0,30,3.3,0,13.3,10,0,0,23,26.1,4.3,4.3,4.3,4.3,0
East Midlands,West Northamptonshire,142747,Thomas Becket Catholic School,Academy converter - mainstream,MIXED,49,26.5,0,14.3,12.2,0,0,29,13.8,0,17.2,17.2,0,0,20,45,0,10,5,0,0
East Midlands,West Northamptonshire,136948,Weston Favell Academy,Academy sponsor led,MIXED,42,26.2,0,19,11.9,28.6,16.7,14,7.1,0,7.1,7.1,7.1,0,28,35.7,0,25,14.3,39.3,25
East Midlands,West Northamptonshire,142869,Wootton Park School,Free school ? mainstream,MIXED,84,25,3.6,20.2,11.9,14.3,0,48,20.8,4.2,27.1,10.4,4.2,0,36,30.6,2.8,11.1,13.9,27.8,0
East of England,Bedford,136085,Bedford Academy,Academy sponsor led,MIXED,57,28.1,0,35.1,21.1,22.8,19.3,29,20.7,0,51.7,37.9,3.4,3.4,28,35.7,0,17.9,3.6,42.9,35.7
East of England,Bedford,130597,Bedford College,General Further Education College,MIXED,340,12.9,0.9,10.9,6.5,5,6.8,237,8,0.8,11.8,5.5,1.7,1.3,103,24.3,1,8.7,8.7,12.6,19.4
East of England,Bedford,109727,Bedford Girls' School,Independent school,GIRLS,70,27.1,7.1,32.9,18.6,5.7,0,70,27.1,7.1,32.9,18.6,5.7,0,0,0,0,0,0,0,0
East of England,Bedford,109717,Bedford Greenacre Independent School,Independent school,MIXED,17,23.5,0,17.6,17.6,5.9,0,6,16.7,0,16.7,16.7,0,0,11,27.3,0,18.2,18.2,9.1,0
East of England,Bedford,109728,Bedford Modern School,Independent school,MIXED,153,41.2,5.9,22.2,26.8,20.9,5.9,58,24.1,1.7,31,34.5,10.3,1.7,95,51.6,8.4,16.8,22.1,27.4,8.4
East of England,Bedford,109718,Bedford School,Independent school,BOYS,116,58.6,10.3,19,22.4,24.1,12.9,0,0,0,0,0,0,0,116,58.6,10.3,19,22.4,24.1,12.9
East of England,Bedford,109690,Biddenham International School and Sports College,Foundation school,MIXED,78,12.8,1.3,20.5,16.7,3.8,7.7,39,10.3,0,25.6,23.1,2.6,0,39,15.4,2.6,15.4,10.3,5.1,15.4
East of England,Bedford,142387,Kempston Academy,Academy sponsor led,MIXED,15,13.3,0,33.3,26.7,0,0,6,0,0,33.3,16.7,0,0,9,22.2,0,33.3,33.3,0,0
East of England,Bedford,139798,Kimberley 16 - 19 Stem College,Free school ? 16-19,MIXED,267,31.8,4.1,29.2,22.1,16.9,6.7,136,21.3,2.2,34.6,22.8,7.4,0.7,131,42.7,6.1,23.7,21.4,26.7,13
East of England,Bedford,139160,Mark Rutherford School,Academy converter - mainstream,MIXED,78,28.2,5.1,11.5,17.9,19.2,10.3,39,20.5,0,15.4,17.9,10.3,5.1,39,35.9,10.3,7.7,17.9,28.2,15.4
East of England,Bedford,136470,Sharnbrook Academy,Academy converter - mainstream,MIXED,197,21.3,3,12.2,9.1,9.6,5.1,100,14,1,13,9,2,1,97,28.9,5.2,11.3,9.3,17.5,9.3
East of England,Bedford,139517,St Thomas More Catholic School,Academy converter - mainstream,MIXED,54,14.8,0,18.5,9.3,3.7,0,29,13.8,0,20.7,13.8,0,0,25,16,0,16,4,8,0
East of England,Cambridgeshire,136083,Abbey College Cambridge,Independent school,MIXED,110,86.4,36.4,14.5,29.1,40.9,0,53,79.2,26.4,15.1,26.4,22.6,0,57,93,45.6,14,31.6,57.9,0
East of England,Cambridgeshire,137377,"Abbey College, Ramsey",Academy converter - mainstream,MIXED,44,22.7,4.5,15.9,11.4,18.2,0,23,13,0,21.7,8.7,0,0,21,33.3,9.5,9.5,14.3,38.1,0
East of England,Cambridgeshire,140265,Cambridge Academy for Science and Technology,UTC,MIXED,52,75,7.7,32.7,28.8,53.8,38.5,14,64.3,0,64.3,42.9,21.4,14.3,38,78.9,10.5,21.1,23.7,65.8,47.4
East of England,Cambridgeshire,110935,Cambridge Arts and Sciences Sixth Form and Tutorial College,Independent school,MIXED,27,74.1,22.2,25.9,29.6,18.5,0,17,76.5,23.5,35.3,35.3,17.6,0,10,70,20,10,20,20,0
East of England,Cambridgeshire,130610,Cambridge Regional College,General Further Education College,MIXED,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
East of England,Cambridgeshire,136463,Comberton Village College,Academy converter - mainstream,MIXED,197,33.5,7.6,20.8,15.2,20.8,11.2,106,25.5,5.7,26.4,16,12.3,4.7,91,42.9,9.9,14.3,14.3,30.8,18.7
East of England,Cambridgeshire,138177,Cromwell Community College,Academy converter - mainstream,MIXED,67,11.9,3,6,3,0,7.5,31,9.7,3.2,12.9,3.2,0,3.2,36,13.9,2.8,0,2.8,0,11.1
East of England,Cambridgeshire,143404,Ely College,Academy converter - mainstream,MIXED,44,20.5,0,22.7,9.1,9.1,13.6,22,9.1,0,31.8,9.1,0,0,22,31.8,0,13.6,9.1,18.2,27.3
East of England,Cambridgeshire,130615,Hills Road Sixth Form College,Sixth Form College,MIXED,1310,45.6,10.5,26.7,26.2,18.3,8.2,729,32,5.5,32.5,26.1,7.7,2.3,581,62.8,16.9,19.4,26.3,31.7,15.7
East of England,Cambridgeshire,137475,Hinchingbrooke School,Academy converter - mainstream,MIXED,174,25.3,6.9,21.8,23.6,16.7,4.6,83,9.6,1.2,21.7,19.3,4.8,1.2,91,39.6,12.1,22,27.5,27.5,7.7
East of England,Cambridgeshire,137826,Impington Village College,Academy converter - mainstream,MIXED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
